sample_id,true_type,pred_type,prompt_strategy,text_length
4301,ENTP,INTP,zero_shot,
4302,INTP,ENTP,zero_shot,
4303,ISFJ,ISTP,zero_shot,
4304,ENTP,ENTP,zero_shot,
4305,INTP,INTJ,zero_shot,
4306,ENTJ,ENTJ,zero_shot,
4307,INTJ,INTJ,zero_shot,
4308,ENFP,ENFP,zero_shot,
4309,INTP,ENTP,zero_shot,
4310,INFP,INTP,zero_shot,
4311,INTP,INTP,zero_shot,
4312,ENTP,ENTP,zero_shot,
4313,INFJ,INFJ,zero_shot,
4314,INTP,ENTJ,zero_shot,
4315,INFJ,INFJ,zero_shot,
4316,ISFP,ESFP,zero_shot,
4317,ENTP,ENTP,zero_shot,
4318,INFP,INFP,zero_shot,
4319,INTP,INTJ,zero_shot,
4320,INFP,INFP,zero_shot,
4321,INFP,INTP,zero_shot,
4322,INTJ,INTJ,zero_shot,
4323,INTJ,INFJ,zero_shot,
4324,INTP,INTJ,zero_shot,
4325,INTP,INTJ,zero_shot,
4326,INFJ,INFJ,zero_shot,
4327,INTP,INTP,zero_shot,
4328,ISTP,ISFP,zero_shot,
4329,INTJ,INTJ,zero_shot,
4330,ISFP,ISTJ,zero_shot,
4331,INTJ,ENTJ,zero_shot,
4332,INTP,INTP,zero_shot,
4333,INFJ,INTJ,zero_shot,
4334,ENFP,ENFP,zero_shot,
4335,INTJ,INTJ,zero_shot,
4336,ISTP,ISTP,zero_shot,
4337,INFJ,INTJ,zero_shot,
4338,ENFP,INTP,zero_shot,
4339,ENFP,ENFP,zero_shot,
4340,INFP,INTP,zero_shot,
4341,ENFP,ENFP,zero_shot,
4342,INFP,ENTJ,zero_shot,
4343,INFJ,INFJ,zero_shot,
4344,ENTP,INTP,zero_shot,
4345,INTJ,ENTJ,zero_shot,
4346,ENTP,INTP,zero_shot,
4347,ENFP,ENFP,zero_shot,
4348,INTP,INTJ,zero_shot,
4349,INFP,INTP,zero_shot,
4350,INFJ,INTJ,zero_shot,
4351,ENFP,ENFP,zero_shot,
4352,INFJ,INFJ,zero_shot,
4353,INFP,INFP,zero_shot,
4354,INFP,INTP,zero_shot,
4355,ISFP,ISFP,zero_shot,
4356,INTJ,INFJ,zero_shot,
4357,INTP,INTP,zero_shot,
4358,INFP,INTP,zero_shot,
4359,ISFJ,ESTJ,zero_shot,
4360,INFP,INTP,zero_shot,
4361,INFJ,INTJ,zero_shot,
4362,INFJ,INTJ,zero_shot,
4363,ENFP,INFP,zero_shot,
4364,INFJ,INFJ,zero_shot,
4365,ESFJ,ESFJ,zero_shot,
4366,INTJ,INTJ,zero_shot,
4367,INFJ,INTP,zero_shot,
4368,INFJ,INFJ,zero_shot,
4369,INFP,INTJ,zero_shot,
4370,INTJ,INTJ,zero_shot,
4371,ISFP,ISFJ,zero_shot,
4372,INTP,INTJ,zero_shot,
4373,INFP,INFJ,zero_shot,
4374,INFP,INFP,zero_shot,
4375,INTJ,INTJ,zero_shot,
4376,ENFJ,ENFJ,zero_shot,
4377,INFJ,ENTJ,zero_shot,
4378,ESFJ,ENFJ,zero_shot,
4379,INFP,INTJ,zero_shot,
4380,ENTJ,INTJ,zero_shot,
4381,INFP,INTP,zero_shot,
4382,INFP,ENTP,zero_shot,
4383,INFP,INFP,zero_shot,
4384,ENTP,ENTJ,zero_shot,
4385,INFP,INTP,zero_shot,
4386,INFJ,INTJ,zero_shot,
4387,INTP,ENTP,zero_shot,
4388,ISFP,ISFJ,zero_shot,
4389,INTJ,ENTJ,zero_shot,
4390,INFJ,INFP,zero_shot,
4391,ISFP,ISTP,zero_shot,
4392,INFJ,INFJ,zero_shot,
4393,INFJ,INTJ,zero_shot,
4394,INFP,INFP,zero_shot,
4395,INFP,INTP,zero_shot,
4396,ENTJ,ENTJ,zero_shot,
4397,INTP,INTP,zero_shot,
4398,ENFP,ENFP,zero_shot,
4399,ENFP,INTP,zero_shot,
4400,INFJ,INFJ,zero_shot,
4401,ENFP,ENFP,zero_shot,
4402,INFJ,INTP,zero_shot,
4403,ENFP,INTP,zero_shot,
4404,ENFP,INTP,zero_shot,
4405,INTJ,INTJ,zero_shot,
4406,ENTP,ENTP,zero_shot,
4407,INFJ,ISFJ,zero_shot,
4408,INFJ,INFJ,zero_shot,
4409,ENFJ,ENFJ,zero_shot,
4410,INFJ,INFJ,zero_shot,
4411,INFJ,INTJ,zero_shot,
4412,INFJ,INFJ,zero_shot,
4413,INFJ,INFJ,zero_shot,
4414,INTJ,INFJ,zero_shot,
4415,INTP,INTP,zero_shot,
4416,ENTP,ENTP,zero_shot,
4417,INFP,INFP,zero_shot,
4418,INTJ,ENTJ,zero_shot,
4419,ISTP,ISTP,zero_shot,
4420,INFP,INFJ,zero_shot,
4421,INFJ,INTJ,zero_shot,
4422,ENFP,INTP,zero_shot,
4423,ENTJ,INTJ,zero_shot,
4424,INTJ,INTJ,zero_shot,
4425,INFP,INFP,zero_shot,
4426,ENTP,ENTP,zero_shot,
4427,ISTP,ESTP,zero_shot,
4428,INFP,INFP,zero_shot,
4429,ENFP,ENFP,zero_shot,
4430,ISFP,ISTJ,zero_shot,
4431,ISFP,ISFP,zero_shot,
4432,INTP,ISTJ,zero_shot,
4433,ENTP,INTP,zero_shot,
4434,INFP,INFP,zero_shot,
4435,INFJ,ENTJ,zero_shot,
4436,INFJ,ISTJ,zero_shot,
4437,INTP,INTP,zero_shot,
4438,INFJ,INTJ,zero_shot,
4439,INTP,INTP,zero_shot,
4440,INFP,INFJ,zero_shot,
4441,INFP,INTP,zero_shot,
4442,INTP,INTP,zero_shot,
4443,INFJ,INTJ,zero_shot,
4444,ENFP,INFP,zero_shot,
4445,INFJ,INFJ,zero_shot,
4446,INFP,INFP,zero_shot,
4447,INFJ,INTJ,zero_shot,
4448,INFP,ISFP,zero_shot,
4449,INFJ,INFJ,zero_shot,
4450,INTP,ENTJ,zero_shot,
4451,ISFP,ISFP,zero_shot,
4452,INTP,INTP,zero_shot,
4453,INTP,ENTP,zero_shot,
4454,ISTP,ISTP,zero_shot,
4455,INFP,INFP,zero_shot,
4456,ENFP,INFP,zero_shot,
4457,INFJ,INTJ,zero_shot,
4458,INFP,INFP,zero_shot,
4459,ENTP,ENTP,zero_shot,
4460,ENTJ,INTJ,zero_shot,
4461,ENFP,ENFP,zero_shot,
4462,INFP,INFP,zero_shot,
4463,INFJ,INFJ,zero_shot,
4464,ISTP,ISTJ,zero_shot,
4465,INFP,ENTP,zero_shot,
4466,INFP,INFP,zero_shot,
4467,INFP,INFP,zero_shot,
4468,INFJ,INTJ,zero_shot,
4469,INTP,INTJ,zero_shot,
4470,INFJ,INFJ,zero_shot,
4471,INTP,INTP,zero_shot,
4472,INFP,INFP,zero_shot,
4473,INFJ,INFJ,zero_shot,
4474,ENFP,INTJ,zero_shot,
4475,INFJ,ENTJ,zero_shot,
4476,INFP,INFJ,zero_shot,
4477,ISFP,ISFP,zero_shot,
4478,INTP,INTP,zero_shot,
4479,INFP,ENTP,zero_shot,
4480,INFJ,INFJ,zero_shot,
4481,INFJ,INTJ,zero_shot,
4482,ENFP,INTP,zero_shot,
4483,INFJ,ENTJ,zero_shot,
4484,INFP,ENTP,zero_shot,
4485,INFP,ENTP,zero_shot,
4486,INFJ,INFJ,zero_shot,
4487,ENTP,INTJ,zero_shot,
4488,INFP,INTP,zero_shot,
4489,INFP,INTP,zero_shot,
4490,INTJ,ENTJ,zero_shot,
4491,ENFP,ENFP,zero_shot,
4492,ENTP,ENTP,zero_shot,
4493,ENFP,ENFP,zero_shot,
4494,ENFP,ENFP,zero_shot,
4495,INFJ,INTJ,zero_shot,
4496,INTP,INTJ,zero_shot,
4497,INFP,INFP,zero_shot,
4498,ISFJ,ISFJ,zero_shot,
4499,INTJ,INFJ,zero_shot,
4500,INFP,INTP,zero_shot,
4501,INTJ,INTJ,zero_shot,
4502,INTJ,INTP,zero_shot,
4503,INTP,ENTP,zero_shot,
4504,INFP,ENTP,zero_shot,
4505,ENFP,INFP,zero_shot,
4506,ENTP,INTJ,zero_shot,
4507,INFP,INTP,zero_shot,
4508,ISTP,ISFP,zero_shot,
4509,INTP,INTJ,zero_shot,
4510,ESTP,ESFJ,zero_shot,
4511,ENTJ,ENTP,zero_shot,
4512,ENTP,ENTP,zero_shot,
4513,INFP,INFP,zero_shot,
4514,INTJ,INFJ,zero_shot,
4515,ISTP,ISTJ,zero_shot,
4516,ENFP,INTP,zero_shot,
4517,INFP,INFP,zero_shot,
4518,ENFP,INTJ,zero_shot,
4519,ENFP,INTP,zero_shot,
4520,INFP,INFP,zero_shot,
4521,INFP,INFP,zero_shot,
4522,ENTP,ENTP,zero_shot,
4523,ISFP,ISFP,zero_shot,
4524,INTP,INTJ,zero_shot,
4525,INFJ,INTJ,zero_shot,
4526,ENTP,INFJ,zero_shot,
4527,INFJ,INTJ,zero_shot,
4528,INFP,INTP,zero_shot,
4529,INFP,INFJ,zero_shot,
4530,INFP,INFP,zero_shot,
4531,ENTP,INTJ,zero_shot,
4532,INTP,ISTP,zero_shot,
4533,INFJ,INTP,zero_shot,
4534,INTP,INTP,zero_shot,
4535,INTP,ENTP,zero_shot,
4536,INFP,INFP,zero_shot,
4537,ISFP,ISTJ,zero_shot,
4538,INFP,INTP,zero_shot,
4539,INTP,ENTP,zero_shot,
4540,INFP,INTP,zero_shot,
4541,INTJ,INTJ,zero_shot,
4542,ISFP,ISFP,zero_shot,
4543,INFJ,ENFJ,zero_shot,
4544,INFP,INTJ,zero_shot,
4545,INTP,INTP,zero_shot,
4546,INFJ,INFJ,zero_shot,
4547,INFJ,INTJ,zero_shot,
4548,INFP,INFP,zero_shot,
4549,INTP,ENTP,zero_shot,
4550,ISFP,ESTP,zero_shot,
4551,INFJ,INFJ,zero_shot,
4552,ISFP,ISTJ,zero_shot,
4553,INTP,ENTP,zero_shot,
4554,INFJ,INTJ,zero_shot,
4555,ENFP,ENFP,zero_shot,
4556,INFP,INFP,zero_shot,
4557,ENTJ,INTJ,zero_shot,
4558,INFP,INFP,zero_shot,
4559,INFP,INFP,zero_shot,
4560,ENTP,ENTP,zero_shot,
4561,ENFP,ENFP,zero_shot,
4562,INFJ,ENTJ,zero_shot,
4563,INFP,INTJ,zero_shot,
4564,INFP,INFP,zero_shot,
4565,INFJ,INFJ,zero_shot,
4566,INFP,INFP,zero_shot,
4567,INTP,INTJ,zero_shot,
4568,ISFP,ISFJ,zero_shot,
4569,INFJ,INFJ,zero_shot,
4570,ESFJ,ISFP,zero_shot,
4571,INFJ,INFJ,zero_shot,
4572,INTJ,ENTJ,zero_shot,
4573,ENTJ,ENFJ,zero_shot,
4574,INTP,INTJ,zero_shot,
4575,INFP,INTP,zero_shot,
4576,INTJ,ENTJ,zero_shot,
4577,INFJ,INFJ,zero_shot,
4578,INFP,ENFP,zero_shot,
4579,INTP,INTP,zero_shot,
4580,ENTP,ENTJ,zero_shot,
4581,INTP,INTJ,zero_shot,
4582,INTJ,ENTJ,zero_shot,
4583,INTJ,INTJ,zero_shot,
4584,INTJ,ENTJ,zero_shot,
4585,INTP,INTJ,zero_shot,
4586,ENFP,INFP,zero_shot,
4587,ISFP,ISFP,zero_shot,
4588,INTJ,INTJ,zero_shot,
4589,ISFP,ISFP,zero_shot,
4590,INTP,INTP,zero_shot,
4591,ISTP,ESTJ,zero_shot,
4592,INTP,INTP,zero_shot,
4593,INFP,INFP,zero_shot,
4594,INFP,INFP,zero_shot,
4595,INFP,INTJ,zero_shot,
4596,INTP,INTJ,zero_shot,
4597,INTP,INTP,zero_shot,
4598,ISTP,ISTJ,zero_shot,
4599,ESTP,ESTP,zero_shot,
4600,INTJ,INTJ,zero_shot,
4601,INFP,INFP,zero_shot,
4602,ENTJ,ENTJ,zero_shot,
4603,INFJ,INFJ,zero_shot,
4604,INFP,INFP,zero_shot,
4605,INTJ,ENTJ,zero_shot,
4606,INTP,INTP,zero_shot,
4607,ENFP,INTP,zero_shot,
4608,INFJ,INTP,zero_shot,
4609,INFP,INFP,zero_shot,
4610,INTP,INTP,zero_shot,
4611,INTJ,INFJ,zero_shot,
4612,ENTP,INTP,zero_shot,
4613,INFP,INFP,zero_shot,
4614,INFP,INFP,zero_shot,
4615,INTJ,ENTJ,zero_shot,
4616,INFJ,INFJ,zero_shot,
4617,INTP,ENTP,zero_shot,
4618,ENTP,ENTP,zero_shot,
4619,INTP,INTJ,zero_shot,
4620,INFJ,INFJ,zero_shot,
4621,INFP,INFP,zero_shot,
4622,INTP,INTJ,zero_shot,
4623,ENFP,ISFJ,zero_shot,
4624,INFJ,ENTJ,zero_shot,
4625,INTJ,INTJ,zero_shot,
4626,INTP,INFJ,zero_shot,
4627,INTJ,ENTJ,zero_shot,
4628,INFP,INFP,zero_shot,
4629,INTP,ENTJ,zero_shot,
4630,ENFP,INFJ,zero_shot,
4631,ENFP,ENFP,zero_shot,
4632,INFJ,INFJ,zero_shot,
4633,INFJ,INTJ,zero_shot,
4634,INFP,INFP,zero_shot,
4635,ENFJ,INTJ,zero_shot,
4636,INTP,INTP,zero_shot,
4637,INTP,ENTP,zero_shot,
4638,ESTP,ISTP,zero_shot,
4639,INTP,INTJ,zero_shot,
4640,ISTJ,ESTJ,zero_shot,
4641,INFP,INTJ,zero_shot,
4642,ENTP,ISTP,zero_shot,
4643,INFJ,INFJ,zero_shot,
4644,ENTP,ENTP,zero_shot,
4645,ENFP,INFP,zero_shot,
4646,ISFJ,ISTJ,zero_shot,
4647,ENTP,ENTP,zero_shot,
4648,INFP,INTJ,zero_shot,
4649,INFJ,ENFJ,zero_shot,
4650,ISTP,ISTP,zero_shot,
4651,ENFJ,ESFJ,zero_shot,
4652,INFJ,INFJ,zero_shot,
4653,INFP,INFJ,zero_shot,
4654,INFP,INFP,zero_shot,
4655,INTP,INTP,zero_shot,
4656,INTJ,INTJ,zero_shot,
4657,INTP,INTP,zero_shot,
4658,ENFP,INTJ,zero_shot,
4659,INFP,INFP,zero_shot,
4660,INTP,ENTJ,zero_shot,
4661,INFJ,ENTJ,zero_shot,
4662,INTJ,ENTJ,zero_shot,
4663,INFJ,INFJ,zero_shot,
4664,ENTP,INTP,zero_shot,
4665,ENTP,INTP,zero_shot,
4666,INTP,INTJ,zero_shot,
4667,INTP,ENTP,zero_shot,
4668,INFJ,INTJ,zero_shot,
4669,INTP,ENTP,zero_shot,
4670,ISTJ,ISFJ,zero_shot,
4671,ENFP,ENFP,zero_shot,
4672,ENTP,ENTP,zero_shot,
4673,INFJ,INFJ,zero_shot,
4674,INFJ,INFJ,zero_shot,
4675,ENTP,ENTP,zero_shot,
4676,INFJ,ENTJ,zero_shot,
4677,INFP,INFJ,zero_shot,
4678,ENFP,INTJ,zero_shot,
4679,INFJ,INTJ,zero_shot,
4680,INTJ,INFJ,zero_shot,
4681,ISFP,ISFP,zero_shot,
4682,INTJ,INTJ,zero_shot,
4683,ISTJ,INTJ,zero_shot,
4684,INFJ,INFP,zero_shot,
4685,INTJ,INFJ,zero_shot,
4686,INTP,INTP,zero_shot,
4687,INFJ,INFJ,zero_shot,
4688,INFP,INFP,zero_shot,
4689,ENFP,INTJ,zero_shot,
4690,INFP,INTP,zero_shot,
4691,INFP,INFP,zero_shot,
4692,INFP,INTJ,zero_shot,
4693,INTP,INTP,zero_shot,
4694,INFP,INFP,zero_shot,
4695,INTP,ENTP,zero_shot,
4696,INTP,INTJ,zero_shot,
4697,ENTP,ENTP,zero_shot,
4698,INTP,INTP,zero_shot,
4699,INFP,INTJ,zero_shot,
4700,INTP,INTJ,zero_shot,
4701,ENTP,ENTP,zero_shot,
4702,INFP,INFP,zero_shot,
4703,INFP,INFP,zero_shot,
4704,INFJ,INTJ,zero_shot,
4705,ISTJ,ISTJ,zero_shot,
4706,INTP,INTJ,zero_shot,
4707,INFP,INTP,zero_shot,
4708,ENFP,INFJ,zero_shot,
4709,ENTJ,ENTJ,zero_shot,
4710,INTJ,INTJ,zero_shot,
4711,INFP,INTJ,zero_shot,
4712,ENFP,ENFP,zero_shot,
4713,INTP,INTJ,zero_shot,
4714,INFJ,INFJ,zero_shot,
4715,INFJ,INFJ,zero_shot,
4716,INFP,ENTJ,zero_shot,
4717,INTJ,ENTJ,zero_shot,
4718,ISFJ,ISFJ,zero_shot,
4719,INTP,INTP,zero_shot,
4720,ISFJ,ISTJ,zero_shot,
4721,INTP,INTJ,zero_shot,
4722,INFP,INTP,zero_shot,
4723,INFP,INFP,zero_shot,
4724,INFJ,ENTJ,zero_shot,
4725,INTP,INTP,zero_shot,
4726,ISTJ,ESTJ,zero_shot,
4727,INTJ,ENTJ,zero_shot,
4728,ISTP,ISTP,zero_shot,
4729,INTP,INTJ,zero_shot,
4730,INTJ,INTJ,zero_shot,
4731,INTJ,ENTJ,zero_shot,
4732,INFJ,INTJ,zero_shot,
4733,INTP,ENTP,zero_shot,
4734,ISTP,ESTP,zero_shot,
4735,INTP,INTP,zero_shot,
4736,INTP,ENTJ,zero_shot,
4737,INFJ,ENFJ,zero_shot,
4738,INFP,INTP,zero_shot,
4739,INFP,INFP,zero_shot,
4740,INTP,INTP,zero_shot,
4741,INTJ,ENTJ,zero_shot,
4742,INFP,INTJ,zero_shot,
4743,INTJ,INFJ,zero_shot,
4744,INFP,INFP,zero_shot,
4745,ISFP,ESTJ,zero_shot,
4746,INTJ,INFJ,zero_shot,
4747,INFP,ENTP,zero_shot,
4748,ENTP,INTP,zero_shot,
4749,INFP,INFP,zero_shot,
4750,ENFP,ENFP,zero_shot,
4751,ENTJ,ENTP,zero_shot,
4752,ENTJ,ENTJ,zero_shot,
4753,INFP,ISFP,zero_shot,
4754,INTP,INTJ,zero_shot,
4755,INFJ,INTP,zero_shot,
4756,INTP,INFJ,zero_shot,
4757,INFP,INFP,zero_shot,
4758,INTP,INTP,zero_shot,
4759,INFP,ISFP,zero_shot,
4760,ENFP,ENFP,zero_shot,
4761,INTJ,ENTJ,zero_shot,
4762,ENFP,ENFP,zero_shot,
4763,INFP,INFP,zero_shot,
4764,INFP,INFP,zero_shot,
4765,INTP,INTP,zero_shot,
4766,ENTJ,INTJ,zero_shot,
4767,INFP,INFP,zero_shot,
4768,INFP,INTJ,zero_shot,
4769,INTP,INTP,zero_shot,
4770,INFP,INFP,zero_shot,
4771,INTJ,INFJ,zero_shot,
4772,ENTP,ENTP,zero_shot,
4773,ISTP,ISFP,zero_shot,
4774,INTJ,INTJ,zero_shot,
4775,INFP,INTP,zero_shot,
4776,INFJ,ENFJ,zero_shot,
4777,INTJ,INTJ,zero_shot,
4778,ENFP,INFJ,zero_shot,
4779,INTJ,INTJ,zero_shot,
4780,ISTJ,ESTJ,zero_shot,
4781,ENTJ,INTJ,zero_shot,
4782,INTP,INTJ,zero_shot,
4783,INFJ,INTJ,zero_shot,
4784,ENTJ,INTJ,zero_shot,
4785,ISTP,ISTP,zero_shot,
4786,INTP,ISTJ,zero_shot,
4787,ENTP,INTP,zero_shot,
4788,ESFJ,ESFJ,zero_shot,
4789,ISFJ,ISTJ,zero_shot,
4790,INTJ,INTJ,zero_shot,
4791,INTJ,INTP,zero_shot,
4792,ENTJ,INTP,zero_shot,
4793,INTJ,ENTJ,zero_shot,
4794,INTJ,INTJ,zero_shot,
4795,ENTP,INTJ,zero_shot,
4796,INFJ,INTJ,zero_shot,
4797,ISTP,ISTJ,zero_shot,
4798,INFP,INTP,zero_shot,
4799,ENTP,ESTP,zero_shot,
4800,INFP,INTJ,zero_shot,
4801,ESTP,ESTP,zero_shot,
4802,INFP,INFP,zero_shot,
4803,ENFJ,INFJ,zero_shot,
4804,INFP,INFP,zero_shot,
4805,INFJ,INTJ,zero_shot,
4806,INFJ,INTJ,zero_shot,
4807,ESTP,ESTP,zero_shot,
4808,INFJ,INFJ,zero_shot,
4809,INFP,INTP,zero_shot,
4810,INFP,INFP,zero_shot,
4811,INTJ,ISTJ,zero_shot,
4812,INFJ,INFJ,zero_shot,
4813,ENTP,ENTP,zero_shot,
4814,ENFP,ENFP,zero_shot,
4815,INTP,INTP,zero_shot,
4816,INFJ,INFJ,zero_shot,
4817,INFJ,INTJ,zero_shot,
4818,INTJ,ENTJ,zero_shot,
4819,INTJ,ENTJ,zero_shot,
4820,INFP,INTP,zero_shot,
4821,ISFP,ISFP,zero_shot,
4822,INFJ,INFJ,zero_shot,
4823,ISFJ,ESTJ,zero_shot,
4824,INFP,INFP,zero_shot,
4825,INFP,INFP,zero_shot,
4826,ENTP,ENTP,zero_shot,
4827,INTJ,ENTJ,zero_shot,
4828,INTP,ENTP,zero_shot,
4829,INTP,INTJ,zero_shot,
4830,ENFP,INTJ,zero_shot,
4831,INFP,INFP,zero_shot,
4832,ESFP,ESFJ,zero_shot,
4833,INFP,INFP,zero_shot,
4834,INTJ,ENFJ,zero_shot,
4835,INTP,INTJ,zero_shot,
4836,ISFJ,ISFJ,zero_shot,
4837,INTP,INTP,zero_shot,
4838,INTJ,INTJ,zero_shot,
4839,INTJ,INTJ,zero_shot,
4840,INFJ,INFJ,zero_shot,
4841,INFP,INTP,zero_shot,
4842,ENTP,ENTJ,zero_shot,
4843,ENTP,INTJ,zero_shot,
4844,INFP,INTJ,zero_shot,
4845,INFP,INTP,zero_shot,
4846,INFP,INTP,zero_shot,
4847,ENTP,INTJ,zero_shot,
4848,INTJ,ENTJ,zero_shot,
4849,INFP,INTJ,zero_shot,
4850,INFJ,INTJ,zero_shot,
4851,INFJ,INTP,zero_shot,
4852,INTP,INTJ,zero_shot,
4853,INTJ,INFJ,zero_shot,
4854,INTJ,ENTJ,zero_shot,
4855,ISTP,ISTP,zero_shot,
4856,INTJ,INTP,zero_shot,
4857,INFP,ENTP,zero_shot,
4858,ISTJ,ESTJ,zero_shot,
4859,INTP,INTJ,zero_shot,
4860,INTP,INTP,zero_shot,
4861,ISFJ,ISTJ,zero_shot,
4862,ISTP,ISTJ,zero_shot,
4863,INTJ,INTJ,zero_shot,
4864,INTP,INTP,zero_shot,
4865,INFJ,INFJ,zero_shot,
4866,INTP,INTJ,zero_shot,
4867,INTJ,INTJ,zero_shot,
4868,ISTJ,ISTJ,zero_shot,
4869,ENFJ,INTJ,zero_shot,
4870,INFJ,ENFJ,zero_shot,
4871,INTJ,INFJ,zero_shot,
4872,ENFP,ENFP,zero_shot,
4873,INFP,INTP,zero_shot,
4874,INFJ,ENFJ,zero_shot,
4875,ISTP,ISTJ,zero_shot,
4876,INTP,INTP,zero_shot,
4877,ESTP,ISTJ,zero_shot,
4878,ENTP,ENTP,zero_shot,
4879,ISTJ,ISTJ,zero_shot,
4880,INTP,INTP,zero_shot,
4881,INFJ,INFJ,zero_shot,
4882,INFJ,INFJ,zero_shot,
4883,ENFP,ENFP,zero_shot,
4884,INTJ,INTJ,zero_shot,
4885,INFP,INFP,zero_shot,
4886,INTJ,INFJ,zero_shot,
4887,INFP,INFP,zero_shot,
4888,ENFP,ENTP,zero_shot,
4889,ENFP,INFP,zero_shot,
4890,INFP,INTJ,zero_shot,
4891,INTJ,ENFJ,zero_shot,
4892,ENFP,INTJ,zero_shot,
4893,ENTP,INTP,zero_shot,
4894,INTP,INFJ,zero_shot,
4895,ENFP,INTP,zero_shot,
4896,INFJ,INTP,zero_shot,
4897,INFP,INFP,zero_shot,
4898,INTJ,INFJ,zero_shot,
4899,ENTP,ENTP,zero_shot,
4900,ENTP,ENTJ,zero_shot,
4901,ISTP,ISTP,zero_shot,
4902,INFJ,INTP,zero_shot,
4903,INTJ,ENTJ,zero_shot,
4904,ENTP,ENTP,zero_shot,
4905,INFJ,INFJ,zero_shot,
4906,INFP,INFJ,zero_shot,
4907,ESTJ,ISTJ,zero_shot,
4908,INTJ,INTJ,zero_shot,
4909,ENFP,ENTP,zero_shot,
4910,INTJ,INFJ,zero_shot,
4911,INTJ,INTJ,zero_shot,
4912,ISFP,ESTJ,zero_shot,
4913,INFP,INTP,zero_shot,
4914,ENTP,INTP,zero_shot,
4915,INFJ,INTJ,zero_shot,
4916,INFP,INTP,zero_shot,
4917,INFJ,INTJ,zero_shot,
4918,INTJ,INFJ,zero_shot,
4919,INFJ,ENTJ,zero_shot,
4920,ISFJ,ESFJ,zero_shot,
4921,INTJ,ENTJ,zero_shot,
4922,ISFP,ISFP,zero_shot,
4923,INFP,INFP,zero_shot,
4924,INFP,INFP,zero_shot,
4925,INFJ,INTJ,zero_shot,
4926,ENFP,INTP,zero_shot,
4927,INFP,ENTP,zero_shot,
4928,ENFP,ENFP,zero_shot,
4929,INFP,INFP,zero_shot,
4930,INTJ,INTJ,zero_shot,
4931,INFJ,INFJ,zero_shot,
4932,INFP,INTJ,zero_shot,
4933,INFP,INTJ,zero_shot,
4934,INTP,ENTJ,zero_shot,
4935,ISFP,ISTP,zero_shot,
4936,INFJ,INTJ,zero_shot,
4937,INTP,INTJ,zero_shot,
4938,INTP,INTJ,zero_shot,
4939,INTP,INTJ,zero_shot,
4940,INTJ,ENTJ,zero_shot,
4941,INTJ,INTJ,zero_shot,
4942,INTP,INTP,zero_shot,
4943,ISTJ,ISTJ,zero_shot,
4944,INTP,INTJ,zero_shot,
4945,INFJ,INFJ,zero_shot,
4946,INFP,ENFJ,zero_shot,
4947,INFJ,INTJ,zero_shot,
4948,ENFP,ENFP,zero_shot,
4949,ISFP,ISTJ,zero_shot,
4950,ENFP,ENTJ,zero_shot,
4951,ESTP,ISTP,zero_shot,
4952,INTJ,INFJ,zero_shot,
4953,INTJ,ISTJ,zero_shot,
4954,INTJ,INTJ,zero_shot,
4955,INFP,ENFP,zero_shot,
4956,INTP,INTP,zero_shot,
4957,INFP,INFP,zero_shot,
4958,ENFJ,ENFJ,zero_shot,
4959,INTP,INTP,zero_shot,
4960,ENTP,INTP,zero_shot,
4961,INFP,INTJ,zero_shot,
4962,INFJ,ENFJ,zero_shot,
4963,INFJ,INTJ,zero_shot,
4964,INTJ,ENFJ,zero_shot,
4965,INFJ,INTJ,zero_shot,
4966,ENFP,INFJ,zero_shot,
4967,INFP,INTP,zero_shot,
4968,INFP,INFP,zero_shot,
4969,INTJ,ENFJ,zero_shot,
4970,INFJ,INTJ,zero_shot,
4971,INFP,INTJ,zero_shot,
4972,INFP,ENTJ,zero_shot,
4973,INFJ,INTJ,zero_shot,
4974,INTP,INTJ,zero_shot,
4975,INTJ,INTJ,zero_shot,
4976,INFP,INTP,zero_shot,
4977,INTJ,INTJ,zero_shot,
4978,INTJ,INTP,zero_shot,
4979,INFJ,INFJ,zero_shot,
4980,INFJ,ENTJ,zero_shot,
4981,ENTJ,ENTP,zero_shot,
4982,ENTJ,ISTP,zero_shot,
4983,ISFJ,ISTJ,zero_shot,
4984,INTJ,ENTJ,zero_shot,
4985,INFJ,INTJ,zero_shot,
4986,INFP,INFP,zero_shot,
4987,INFJ,INFJ,zero_shot,
4988,INFP,INFP,zero_shot,
4989,INFJ,INTJ,zero_shot,
4990,ISTP,ISTJ,zero_shot,
4991,INTJ,INTJ,zero_shot,
4992,INTP,INTP,zero_shot,
4993,INTP,INTJ,zero_shot,
4994,INFP,INFP,zero_shot,
4995,INFJ,ENFJ,zero_shot,
4996,INFJ,INFP,zero_shot,
4997,ENFP,ENFP,zero_shot,
4998,ENFP,ENFP,zero_shot,
4999,ENFJ,ENFJ,zero_shot,
5000,INFJ,INFJ,zero_shot,
5001,ENFP,INTP,zero_shot,
5002,INTP,INTP,zero_shot,
5003,INFP,INTP,zero_shot,
5004,ENFP,ENFP,zero_shot,
5005,ENFJ,ENFJ,zero_shot,
5006,INTP,INTP,zero_shot,
5007,ISTJ,ISTP,zero_shot,
5008,INTP,INTP,zero_shot,
5009,INFJ,INFP,zero_shot,
5010,INTJ,INTP,zero_shot,
5011,INFJ,INTJ,zero_shot,
5012,ENFP,ENFP,zero_shot,
5013,INFJ,ENFP,zero_shot,
